index,season.episode,episode_name,text,total_votes,air_date,director,writer,character,director_index,writer_index,character_index,ave_emotion,ave_sentiment,ave_profanity,imdb_rating
34392,7.2,Counseling,"You marked severe in all the categories, including at risk for homicidal behavior.",1684,9/30/2010,Jeffrey Blitz,B.J. Novak,Gabe,23,5,11,0,0,0,8.4
34394,7.2,Counseling,I saw a TLC show on Kate Walsh's home office. All corkboard.,1684,9/30/2010,Jeffrey Blitz,B.J. Novak,Darryl,23,5,6,0,0.231515103,0,8.4
34427,7.2,Counseling,"I remember, yes. I'm terribly sorry about that.",1684,9/30/2010,Jeffrey Blitz,B.J. Novak,Salesman,23,5,32,0.0078125,0,0,8.4
34442,7.3,Andy's Play,That was amazing! That was awesome! I auditioned for this. When did the cast list go up?,1802,10/7/2010,John Scott,Charlie Grandy,Michael,26,10,19,0.005208333,0.123397964,0,8.7
34445,7.3,Andy's Play,Two comps. For my lady and her Gabe. It's closing night. Tomorrow we have to give the theater over to the Scranton's Miss Fitness pageant.,1802,10/7/2010,John Scott,Charlie Grandy,Andy,26,10,1,0.005208333,-0.043140292,0,8.7
34448,7.3,Andy's Play,"Gabe is not coming, which is huge because my plan is to make Erin fall back in love with me tonight. Women cannot resist a man singing show tunes. It's so powerful, even a lot of men can't resist a man singing show tunes.",1802,10/7/2010,John Scott,Charlie Grandy,Andy,26,10,1,0,0,0,8.7
34452,7.3,Andy's Play,"What kind of terrible rumor monger is Gabe? He is woefully misinformed, all right? Excuse me, clink, clink, clink, clink, everybody. You're all coming to my show tonight, right?",1802,10/7/2010,John Scott,Charlie Grandy,Andy,26,10,1,0,0,0,8.7
34453,7.3,Andy's Play,"Andy, what time's the show?",1802,10/7/2010,John Scott,Charlie Grandy,Michael,26,10,19,0,0,0,8.7
34454,7.3,Andy's Play,8pm sharp.,1802,10/7/2010,John Scott,Charlie Grandy,Andy,26,10,1,0,0,0,8.7
34464,7.3,Andy's Play,"I can't Andy, it's too hard. That's-I put everything I had into that audition. Do you understand that?",1802,10/7/2010,John Scott,Charlie Grandy,Michael,26,10,19,0,0,0,8.7
34476,7.3,Andy's Play,That is not in the contract.,1802,10/7/2010,John Scott,Charlie Grandy,Dwight,26,10,9,0,0.111803399,0,8.7
34479,7.3,Andy's Play,Thank you.,1802,10/7/2010,John Scott,Charlie Grandy,Angela,26,10,2,0,0,0,8.7
34487,7.3,Andy's Play,"I mean, who knows? Maybe I have a niece my family never told me about.",1802,10/7/2010,John Scott,Charlie Grandy,Pam,26,10,23,0.041666667,1.036950658,0,8.7
34490,7.3,Andy's Play,For a lot of reasons.,1802,10/7/2010,John Scott,Charlie Grandy,Jim,26,10,14,0,0,0,8.7
34494,7.3,Andy's Play,"I did, because I am being the bigger man, and balloons are bigger than flowers.",1802,10/7/2010,John Scott,Charlie Grandy,Michael,26,10,19,0.006161972,0.053802002,0,8.7
34507,7.3,Andy's Play,"Hey, I think this guy playing Sweeney Todd is my plumber.",1802,10/7/2010,John Scott,Charlie Grandy,Darryl,26,10,6,0,0,0,8.7
34514,7.3,Andy's Play,Ooooh!,1802,10/7/2010,John Scott,Charlie Grandy,Kelly,26,10,32,0,-0.424264069,0,8.7
34523,7.3,Andy's Play,I promise you that if you keep auditioning with similar gusto...,1802,10/7/2010,John Scott,Charlie Grandy,Shelby,26,10,32,0,0,0,8.7
34524,7.3,Andy's Play,Okay.,1802,10/7/2010,John Scott,Charlie Grandy,Michael,26,10,19,0.005681818,0,0,8.7
34526,7.3,Andy's Play,Okay.,1802,10/7/2010,John Scott,Charlie Grandy,Michael,26,10,19,0.03125,0,0,8.7
34534,7.3,Andy's Play,"Thank you. You, too.",1802,10/7/2010,John Scott,Charlie Grandy,Michael,26,10,19,0,0.192929252,0,8.7
34551,7.3,Andy's Play,"The bird continues to call. Someone please turn off your... bird. Oh, for the love-turn your phone off! There are signs!",1802,10/7/2010,John Scott,Charlie Grandy,Sweeney Todd,26,10,32,0.007352941,-0.126408872,0,8.7
34562,7.3,Andy's Play,Sounds like Cece.,1802,10/7/2010,John Scott,Charlie Grandy,Pam,26,10,23,0.015625,-0.129764973,0,8.7
34566,7.3,Andy's Play,That's really irresponsible of Erin. She's a terrible babysitter.,1802,10/7/2010,John Scott,Charlie Grandy,Andy,26,10,1,0.016666667,0.073144447,0,8.7
34581,7.3,Andy's Play,Not together!,1802,10/7/2010,John Scott,Charlie Grandy,Pam,26,10,23,0.001838235,-0.086162455,0,8.7
34590,7.3,Andy's Play,"Silent. Look, congratulations.",1802,10/7/2010,John Scott,Charlie Grandy,Darryl,26,10,6,0.015625,0,0,8.7
34594,7.3,Andy's Play,You're the guy who booed me.,1802,10/7/2010,John Scott,Charlie Grandy,Sweeney Todd,26,10,32,0,0,0,8.7
34604,7.3,Andy's Play,Boo! Boo!,1802,10/7/2010,John Scott,Charlie Grandy,Darryl,26,10,6,0,0,0,8.7
34609,7.3,Andy's Play,"Yes. Oh, I'm so scared! Okay, kill me! Just kill me! Kill me!",1802,10/7/2010,John Scott,Charlie Grandy,Erin,26,10,10,0.002083333,-0.209291955,0,8.7
34613,7.3,Andy's Play,"Okay, I kill you now.",1802,10/7/2010,John Scott,Charlie Grandy,Erin,26,10,10,0.03125,0.133630621,0,8.7
34621,7.3,Andy's Play,"I will tell. I will tell the mediator. What-what are you... Ok. Oh, was that in the way? Get rid of it.",1802,10/7/2010,John Scott,Charlie Grandy,Dwight,26,10,9,0.010416667,0.245558848,0,8.7
34629,7.3,Andy's Play,Thank you.,1802,10/7/2010,John Scott,Charlie Grandy,Erin,26,10,10,0,0,0,8.7
34660,7.3,Andy's Play,Thanks you.,1802,10/7/2010,John Scott,Charlie Grandy,Shelby,26,10,32,0.008928571,-0.007147272,0,8.7
34663,7.4,s*x Ed,Why would you choose a pencil Andy?,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Oscar,41,37,22,0,0,0,7.8
34713,7.4,s*x Ed,"I don't know, I mean people were being really mean to Meredith.",1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Andy,41,37,1,0.022321429,-0.272100078,0,7.8
34714,7.4,s*x Ed,He'll die.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Dwight,41,37,9,0.015988372,0.121705082,0,7.8
34718,7.4,s*x Ed,"Uhh, beg your pardon?",1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Andy,41,37,1,0.019345238,0.038129958,0,7.8
34749,7.4,s*x Ed,I'm between specialists right now.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Michael,41,37,19,0.018145161,0.252710255,0,7.8
34754,7.4,s*x Ed,That's no pimple Michael.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Phyllis,41,37,25,0.040625,-0.011755046,0,7.8
34764,7.4,s*x Ed,It is?,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Michael,41,37,19,0,0,0,7.8
34768,7.4,s*x Ed,"Just a cold sore, thank you. Phyllis, I don't have acne. I have a cold sore. I don't even have a cold. I don't know how I got it.",1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Michael,41,37,19,0,0,0,7.8
34774,7.4,s*x Ed,Michael come on. A cold sore is herpes.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Kevin,41,37,17,0,0,0,7.8
34803,7.4,s*x Ed,"Flower shops, fireworks celebrations...",1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Michael,41,37,19,0.00390625,-0.220396726,0,7.8
34804,7.4,s*x Ed,"You know what guys, why don't we just chill out on this herp-chat. Ok? I was an REA in college and I can tell you, number one sexually transmitted disease is ignorance.",1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Andy,41,37,1,0.027777778,0.288563797,0,7.8
34821,7.4,s*x Ed,"You need to contact Holly! You need to notify her, that she is crawling with herpes.",1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Dwight,41,37,9,0.014423077,-0.058601991,0,7.8
34823,7.4,s*x Ed,"You need to contact every woman you've been with, and notify them of your herpes infestation. It's the right thing to do.",1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Dwight,41,37,9,0,0,0,7.8
34833,7.4,s*x Ed,I can't even say it. H-I...,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Michael,41,37,19,0,0,0,7.8
34839,7.4,s*x Ed,Does your stupid husband have it?,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Michael,41,37,19,0.020833333,0.318513373,0,7.8
34844,7.4,s*x Ed,Not again...,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Stanley,41,37,28,0,0.192929252,0,7.8
34874,7.4,s*x Ed,Mhhmm! We would be married.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Michael,41,37,19,0.003125,0.233327976,0,7.7
34876,7.4,s*x Ed,Do what?,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Michael,41,37,19,0,0,0,7.7
34892,7.4,s*x Ed,Bringing home the bacon.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Michael,41,37,19,0,0,0,7.7
34898,7.4,s*x Ed,Would you excuse us...,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Michael,41,37,19,0,0.326598632,0,7.7
34917,7.4,s*x Ed,"No, ok. Imagine there's a princess, who falls for a guy beneath her station, and the queen doesn't like this at all. And the princess knows that the queen doesn't like it so it just makes her wanna do it all the more just to get at the queen!",1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Jan,41,37,13,0,0,0,7.7
34923,7.4,s*x Ed,It was cool.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Astrid,41,37,32,0.03125,0.176776695,0,7.7
34933,7.4,s*x Ed,The ability to express love physically. It's a magical thing.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Phyllis,41,37,25,0,0.154343402,0,7.7
34934,7.4,s*x Ed,"Express love, magical.",1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Andy,41,37,1,0.0078125,-0.182301008,0,7.7
34949,7.4,s*x Ed,Hey! Our baby was not a mistake. She was a surprise.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Pam,41,37,23,0,0,0,7.7
34952,7.4,s*x Ed,Thank you!,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Jim and Pam,41,37,32,0,0,0,7.7
34964,7.4,s*x Ed,"TO answer your question about Jan, no. Jan is insane. Why do you think I got- LEFT, WILLOW NOW!",1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Dwight,41,37,9,0,0,0,7.7
34967,7.4,s*x Ed,Who are you?,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Old Woman,41,37,32,0.041666667,-0.288675135,0,7.7
34972,7.4,s*x Ed,Come on old lady. Let's go.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Dwight,41,37,9,0.0078125,-0.088388348,0,7.7
34974,7.4,s*x Ed,Come on.,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Dwight,41,37,9,0.0078125,-0.233038478,0,7.7
34982,7.4,s*x Ed,What?,1650,10/14/2010,Paul Lieberstein,Paul Lieberstein,Andy,41,37,1,0.0625,-0.289393878,0,7.7
34987,7.5,The Sting,Nice!,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0.004807692,0.221880078,0,7.5
34993,7.5,The Sting,She is a beaut!,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0.00297619,0.039897129,0,7.5
34998,7.5,The Sting,"And listen if anything else happens, just...roll with it.",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0,0.247768993,0,7.5
35000,7.5,The Sting,"Meredith, I-",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Oscar,43,34,22,0.0375,0.111803399,0,7.5
35006,7.5,The Sting,"Como estas, senor?",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Oscar,43,34,22,0.004807692,0.065142768,0,7.5
35019,7.5,The Sting,Oh...,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Oscar,43,34,22,0,-0.377964473,0,7.5
35021,7.5,The Sting,"Yes, I can ride a bike. I take spinning classes three times a month. I think I know how to ride a bike.",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,-0.144337567,0,7.5
35028,7.5,The Sting,"Danny, I feel a real connection to you, and I gotta get real, I'm-",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Meredith,43,34,18,0,0,0,7.5
35029,7.5,The Sting,Yeah!,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Dwight,43,34,9,0.00625,-0.136421582,0,7.5
35031,7.5,The Sting,"Come on, Michael! Yeah!",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Pam,43,34,23,0.046875,0,0,7.5
35034,7.5,The Sting,I'm goin 'in!,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0.230940108,0,7.5
35055,7.5,The Sting,He's not the Steve Nash. He's big though. He's kind of like...Scranton's Steve Nash.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0.008152174,-0.083407655,0,7.5
35074,7.5,The Sting,"No, we don't. Here's-here's my point. Danny, listen, you have to understand that we are not normally like this. We just-we wanted to know your tricks.",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0.218350333,0,7.5
35076,7.5,The Sting,"What do you mean, my tricks? There's no tricks, man. I'm just a good salesman. You wanna copy that? You can't copy that!",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Danny,43,34,32,0,0.231646069,0,7.5
35101,7.5,The Sting,"The best salesman ever. He works for Osprey Paper over in Throop, steals more clients from Dunder-Mifflin than anyone.",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Dwight,43,34,9,0.015625,0,0,7.5
35109,7.5,The Sting,Tell 'em.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0.006944444,-0.083333333,0,7.5
35111,7.5,The Sting,Nothing happened. We went on a couple of dates. He never called me again.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Pam,43,34,23,0.006944444,0,0,7.5
35119,7.5,The Sting,"No, I liked him. For a couple of days. Four years ago. You know I have a kid with you, right?",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Pam,43,34,23,0,0,0,7.5
35120,7.5,The Sting,"No, me. Right? Sorta like...a little younger version of me.",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0.011363636,0.115660601,0,7.5
35134,7.5,The Sting,I said no.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0,0,7.5
35136,7.5,The Sting,Michael-,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Dwight,43,34,9,0,-0.145516355,0,7.5
35142,7.5,The Sting,"Okay. Let's-all right, all right. Let's talk. Please don't let him leave. Don't leave. Don't let him.",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0.172621095,0,7.5
35148,7.5,The Sting,"Guys, let me ask you something. Do you want your life to be better or worse or stay the same?",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0.003676471,-0.158562601,0,7.5
35153,7.5,The Sting,"Oh, hey. No, I'm not busy. What's up?",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0.0234375,-0.198865945,0,7.5
35163,7.5,The Sting,"You need the big guns, yes?",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0.034524219,0,7.5
35200,7.5,The Sting,Wait. Seriously?,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Andy,43,34,1,0.03125,-0.427215414,0,7.9
35205,7.5,The Sting,Sixty bucks a session.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Andy,43,34,1,0,0,0,7.9
35208,7.5,The Sting,Closet full of mes-,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Andy,43,34,1,0,0,0,7.9
35222,7.5,The Sting,Obviously. I don't even think she called me back.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Danny,43,34,32,0,0,0,7.9
35230,7.5,The Sting,Okay...that's different.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Danny,43,34,32,0.0025,0.309476374,0,7.9
35236,7.5,The Sting,Welcome aboard.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Dwight,43,34,9,0.005681818,-0.098420448,0,7.9
35242,7.5,The Sting,It's after 5,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Dwight,43,34,9,0,0,0,7.9
35245,7.5,The Sting,Showtime!,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0,0.353553391,0,7.9
35248,7.5,The Sting,Thanks.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Danny,43,34,32,0,0,0,7.9
35253,7.5,The Sting,"You know what? You are having some problems with your loading dock, are you not? All right. We're going to deliver to you on weekends.",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0.136421582,0,7.9
35255,7.5,The Sting,"That's very generous, but-",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Steve,43,34,32,0,-0.40824829,0,7.9
35261,7.5,The Sting,"Shake it, shake it!",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0.0125,0.18903129,0,7.9
35270,7.5,The Sting,Ribbit!,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Andy,43,34,1,0,0,0,7.9
35282,7.5,The Sting,"Okay. You know what? You clearly don't care, so why don't you just leave?",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0,0,7.9
35284,7.5,The Sting,"Why don't you go outside and...take a shot of insulin and have a nap, okay?",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0.041666667,-0.315052149,0,7.9
35293,7.5,The Sting,Uh...,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Phyllis,43,34,25,0,0,0,7.9
35304,7.5,The Sting,"Thanks, hun.",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Meredith,43,34,18,0,0,0,7.9
35308,7.5,The Sting,Meredith Van Helsing?,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Jim,43,34,14,0,0,0,7.9
35313,7.5,The Sting,Yes.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0,0,7.9
35315,7.5,The Sting,Please Mr. President-,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Andy,43,34,1,0,0,0,7.9
35321,7.5,The Sting,"Yeah, well, it'd sound a lot better if you actually sang with some soul.",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Andy,43,34,1,0,0,0,7.9
35325,7.5,The Sting,I just was hoping to maybe save your voice in case we did a novelty song about frogs.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Andy,43,34,1,0,0,0,7.9
35332,7.5,The Sting,Testify.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0.026785714,-0.302371578,0,7.9
35339,7.5,The Sting,I'm sorry. You're here to sell me some paper.,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Meredith,43,34,18,0,-0.707106781,0,7.9
35355,7.5,The Sting,"Ha ha, okay, there you go!",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Danny,43,34,32,0.006578947,0.158913465,0,7.9
35356,7.5,The Sting,Stay-,1612,10/21/2010,Randall Einhorn,Mindy Kaling,Michael,43,34,19,0,0,0,7.9
35358,7.5,The Sting,"I've never been a desk man. Always traveling on the road. Come on...why not, huh?",1612,10/21/2010,Randall Einhorn,Mindy Kaling,Danny,43,34,32,0,1,0,7.9
35388,7.6,Costume Contest,What have you done for me?,1663,10/28/2010,Dean Holland,Justin Spitzer,Darryl,16,27,6,0,0,0,8.5
35399,7.6,Costume Contest,"So long, Stanley!",1663,10/28/2010,Dean Holland,Justin Spitzer,Dwight,16,27,9,0,0,0,8.5
35404,7.6,Costume Contest,"You don't have to point to the fact that we're thinking about it. Stop it! Just let us think. Okay, next time you have a really great idea, we will put it in a hat, and then we will have Erin pick it out of the hat and let her decide.",1663,10/28/2010,Dean Holland,Justin Spitzer,Michael,16,27,19,0,0,0,8.5
35411,7.6,Costume Contest,"People are really into the costume contest this year. Might have something to do with the prize, maybe you've heard of it. The 2011 Scranton Wilkes-Barre coupon book worth over fifteen thousand dollars in savings!",1663,10/28/2010,Dean Holland,Justin Spitzer,Pam,16,27,23,0,0,0,8.5
35414,7.6,Costume Contest,Okay. We both reserve the right to go to Jo if we disagree with Gabe.,1663,10/28/2010,Dean Holland,Justin Spitzer,Michael,16,27,19,0,0,0,8.5
35419,7.6,Costume Contest,To my chickens I'm the Scranton Strangler. Oh-ho! That's very funny. Looks like someone decided to dress up as old Dwight Schrute's mom.,1663,10/28/2010,Dean Holland,Justin Spitzer,Dwight,16,27,9,0,0,0,8.5
35424,7.6,Costume Contest,Friends fight. Friends fight.,1663,10/28/2010,Dean Holland,Justin Spitzer,Michael,16,27,19,0.014423077,-0.13208704,0,8.5
35432,7.6,Costume Contest,This was your freshman year.,1663,10/28/2010,Dean Holland,Justin Spitzer,Darryl,16,27,6,0.025641026,-0.102942745,0,8.5
35435,7.6,Costume Contest,Lame. Why don't witches wear panties?,1663,10/28/2010,Dean Holland,Justin Spitzer,Todd Packer,16,27,32,0.015625,-0.051346966,0,8.5
35440,7.6,Costume Contest,"Oh, wow!",1663,10/28/2010,Dean Holland,Justin Spitzer,Pam,16,27,23,0.010416667,-0.244038346,0,8.5
35449,7.6,Costume Contest,That is correct.,1663,10/28/2010,Dean Holland,Justin Spitzer,Gabe,16,27,11,0,-0.530330086,0,8.5
35460,7.6,Costume Contest,"Yeah. I'm sorry. I blew this. You should have gotten credit for that, man.",1663,10/28/2010,Dean Holland,Justin Spitzer,Michael,16,27,19,0,0.707106781,0,8.5
35464,7.6,Costume Contest,Okay. Okay.,1663,10/28/2010,Dean Holland,Justin Spitzer,Michael,16,27,19,0,0,0,8.5
35467,7.6,Costume Contest,Darryl Philbin is the greatest guy in the world. And you know what I'd like? I would like to have all the racists brought together and take Darryl Philbin out to lunch. Just to see what they're missing.,1663,10/28/2010,Dean Holland,Justin Spitzer,Michael,16,27,19,0,-0.111898439,0,8.5
35470,7.6,Costume Contest,Thanks!,1663,10/28/2010,Dean Holland,Justin Spitzer,Toby,16,27,29,0,0,0,8.5
35473,7.6,Costume Contest,No.,1663,10/28/2010,Dean Holland,Justin Spitzer,Ryan,16,27,27,0.015625,0,0,8.5
35478,7.6,Costume Contest,That's a great name. You're hilarious. A plus!,1663,10/28/2010,Dean Holland,Justin Spitzer,Oscar,16,27,22,0,0.370690117,0,8.5
35494,7.6,Costume Contest,"Oh, no.",1663,10/28/2010,Dean Holland,Justin Spitzer,Jim,16,27,14,0.035714286,0.283473355,0,8.5
35508,7.6,Costume Contest,"You need to stop being so shy, come out here, and embrace who you really are, superstar!",1663,10/28/2010,Dean Holland,Justin Spitzer,Michael,16,27,19,0,0,0,8.5
35522,7.6,Costume Contest,He went to Gabe behind your back.,1663,10/28/2010,Dean Holland,Justin Spitzer,Dwight,16,27,9,0.004032258,0.283881693,0,8.5
35525,7.6,Costume Contest,What is taking someone from behind?,1663,10/28/2010,Dean Holland,Justin Spitzer,Michael,16,27,19,0,-0.280782982,0,8.5
35526,7.6,Costume Contest,"No. Shh. Michael, listen. This cannot stand. We can't have workers going straight to corporate. Makes your job superfluous.",1663,10/28/2010,Dean Holland,Justin Spitzer,Dwight,16,27,9,0,-0.243560046,0,8.5
35528,7.6,Costume Contest,Yeah. Here's another good idea. Corporate chain of command. We need to strangle Darryl's idea.,1663,10/28/2010,Dean Holland,Justin Spitzer,Dwight,16,27,9,0,0,0,8.5
35543,7.6,Costume Contest,Okay.,1663,10/28/2010,Dean Holland,Justin Spitzer,Danny,16,27,32,0,0.707106781,0,8.5
35546,7.6,Costume Contest,Okay.,1663,10/28/2010,Dean Holland,Justin Spitzer,Kevin,16,27,17,0,0,0,8.5
35547,7.6,Costume Contest,Kelly! Great costume!,1663,10/28/2010,Dean Holland,Justin Spitzer,Erin,16,27,10,0.015625,0.136421582,0,8.5
35552,7.6,Costume Contest,"Um, fifteen thousand bucks, Oscar.",1663,10/28/2010,Dean Holland,Justin Spitzer,Kelly,16,27,32,0,0,0,8.5
35560,7.6,Costume Contest,"Oh, you're sorry?",1663,10/28/2010,Dean Holland,Justin Spitzer,Michael,16,27,19,0,0,0,8.5
35572,7.6,Costume Contest,Okay...,1663,10/28/2010,Dean Holland,Justin Spitzer,Gabe,16,27,11,0,0.25,0,8.9
35579,7.6,Costume Contest,No! Two or three dates.,1663,10/28/2010,Dean Holland,Justin Spitzer,Danny,16,27,32,0,0.763675324,0,8.9
35582,7.6,Costume Contest,"No, we um, we had plans for a third, but then I don't know, you never called me back, so...",1663,10/28/2010,Dean Holland,Justin Spitzer,Pam,16,27,23,0,0,0,8.9
35607,7.6,Costume Contest,Pam. Can you vote for other people?,1663,10/28/2010,Dean Holland,Justin Spitzer,Kevin,16,27,17,0.125,0,0,8.9
35614,7.6,Costume Contest,Could you for once just let us enjoy a party instead of making it about all your issues?,1663,10/28/2010,Dean Holland,Justin Spitzer,Kelly,16,27,32,0,0.125,0,8.9
35624,7.6,Costume Contest,No.,1663,10/28/2010,Dean Holland,Justin Spitzer,Darryl,16,27,6,0,-0.111803399,0,8.9
35634,7.6,Costume Contest,Hey.,1663,10/28/2010,Dean Holland,Justin Spitzer,Danny,16,27,32,0,0,0,8.9
35645,7.6,Costume Contest,Fifty seven. Fifty eight.,1663,10/28/2010,Dean Holland,Justin Spitzer,Ryan,16,27,27,0,0,0,8.9
35657,7.7,Christening,"I know a lot of us have been feeling under the weather lately. It's that time of year. And according to a study done by the University of Arizona, they've discovered that your keyboards have hundreds of times more bacteria, per square inch, than a toilet seat.",1668,11/4/2010,Alex Hardcastle,Peter Ocko,Pam,1,39,23,0.017857143,0.436855848,0,7.6
35658,7.7,Christening,Did you lose Cece?,1668,11/4/2010,Alex Hardcastle,Peter Ocko,Pam,1,39,23,0,0,0,7.6
35680,7.7,Christening,"Hey, is there a problem, you guys?",1668,11/4/2010,Alex Hardcastle,Peter Ocko,Guy,1,39,32,0,0,0,7.6
35691,7.7,Christening,"So by that rationale, if I had to sneeze, I should just sneeze on you.",1668,11/4/2010,Alex Hardcastle,Peter Ocko,Jim,1,39,14,0,0,0,7.6
35700,7.7,Christening,We could go back and forth all day. It's not gonna solve anything.,1668,11/4/2010,Alex Hardcastle,Peter Ocko,Michael,1,39,19,0.00297619,0,0,7.6
35701,7.7,Christening,Cece's getting christened today.,1668,11/4/2010,Alex Hardcastle,Peter Ocko,Pam,1,39,23,0,0,0,7.6
35720,7.7,Christening,So it's faster.,1668,11/4/2010,Alex Hardcastle,Peter Ocko,Erin,1,39,10,0.009615385,0.154237705,0,7.6
35776,7.7,Christening,We have an extra outfit in the bag.,1668,11/4/2010,Alex Hardcastle,Peter Ocko,Pam,1,39,23,0,0,0,7.6
35788,7.7,Christening,Hi. Good morning.,1668,11/4/2010,Alex Hardcastle,Peter Ocko,Male church member,1,39,32,0,0,0,7.6
35792,7.7,Christening,Hello.,1668,11/4/2010,Alex Hardcastle,Peter Ocko,Ryan,1,39,27,0.001136364,0.176495357,0,7.6
35795,7.7,Christening,Good morning.,1668,11/4/2010,Alex Hardcastle,Peter Ocko,Lady,1,39,32,0.0078125,0.131090144,0,7.6
35813,7.7,Christening,"Oh, no, after you.",1668,11/4/2010,Alex Hardcastle,Peter Ocko,Male church member,1,39,32,0,0,0,7.6
35831,7.7,Christening,"Hey, Dwight. Dwight, hey.",1668,11/4/2010,Alex Hardcastle,Peter Ocko,Michael,1,39,19,0,0,0,7.6
